ID,point num,type,vnum,value,x,y,z,,id,avg value,avg x,avg y,avg z
d01_10,1,10,404,17.6191,80.1,67.8,131.1,,d01_10,13.1904,84.3,68.5,129.4
d01_10,2,10,317,13.3656,82.7,64.9,131.3,,d01_20,19.5445,87.6,69.1,132.4
d01_10,3,10,346,12.7186,79.8,66.6,128.1,,d01_30,18.1845,86.5,66.9,125.3
d01_10,4,10,486,12.1855,78.3,73.0,126.8,,d02_10,24.1682,90.6,76.3,118.5
d01_10,5,10,402,13.9730,82.0,66.2,133.3,,d02_20,18.6958,89.9,78.2,115.8
d01_10,6,10,291,10.6209,87.8,63.3,129.4,,d02_30,17.9798,92.5,74.3,121.6
d01_10,7,10,289,10.5650,86.6,65.9,135.5,,d29_10,20.6449,84.7,70.5,125.0
d01_10,8,10,86,13.3641,96.3,53.9,120.0,,d29_20,17.4886,84.1,65.6,126.1
d01_10,9,10,320,15.8632,90.9,65.4,124.9,,d29_30,20.7114,91.4,61.6,122.0
d01_10,10,10,742,15.5397,72.1,83.0,143.5,,d30_10,21.3600,86.9,64.0,143.0
d01_10,11,10,684,13.9230,76.1,74.9,140.6,,d30_20,24.2516,90.2,67.8,130.5
d01_10,12,10,643,17.1608,83.2,75.6,114.8,,d30_30,25.1435,88.1,65.8,136.3
d01_10,13,10,717,10.4484,87.7,79.2,126.4,,d31_10,21.2873,90.7,72.2,124.4
d01_10,14,10,205,10.0571,89.5,59.0,128.1,,d31_20,21.2715,97.3,62.2,125.8
d01_10,15,10,435,10.4526,92.0,68.4,127.2,,d31_30,26.0262,90.9,74.9,137.1
d01_20,1,20,405,21.5893,88.7,68.8,131.2,,d32_10,16.5014,95.9,72.7,138.1
d01_20,2,20,317,25.4500,82.7,64.9,131.3,,d32_20,13.0918,87.5,81.7,131.5
d01_20,3,20,404,21.6653,80.1,67.8,131.1,,d32_30,11.8654,87.8,77.0,134.9
d01_20,4,20,367,18.2985,93.0,68.4,131.6,,d33_10,17.4861,81.4,71.5,114.8
d01_20,5,20,548,15.5539,90.1,75.3,127.3,,d33_20,14.5597,82.5,68.9,112.3
d01_20,6,20,435,17.6539,92.0,68.4,127.2,,d33_30,15.2991,84.4,70.7,118.7
d01_20,7,20,320,17.1854,90.9,65.4,124.9,,d34_10,21.4631,75.7,78.4,127.7
d01_20,8,20,484,26.3375,84.5,71.7,138.9,,d34_20,16.2480,82.4,69.4,112.4
d01_20,9,20,629,22.1879,93.3,76.1,138.6,,d34_30,15.0964,85.8,69.0,115.1
d01_20,10,20,514,20.1091,91.8,72.5,131.7,,d35_10,23.4089,81.1,65.8,131.3
d01_20,11,20,205,14.6458,89.5,59.0,128.1,,d35_20,21.0744,82.0,74.1,136.4
d01_20,12,20,397,17.4755,85.3,68.3,141.1,,d35_30,26.3407,86.8,67.1,133.5
d01_20,13,20,541,20.7881,82.4,71.4,139.6,,d36_10,18.0495,104.1,63.2,140.8
d01_20,14,20,516,19.5160,87.7,73.0,130.7,,d36_20,14.0868,101.1,64.2,139.6
d01_20,15,20,402,14.7113,82.0,66.2,133.3,,d36_30,15.5816,91.5,78.2,128.2
d01_30,1,30,486,25.4161,78.3,73.0,126.8,,d37_10,9.7339,77.3,76.1,135.9
d01_30,2,30,436,28.3152,85.6,70.8,123.4,,d37_20,18.3470,74.1,79.0,126.0
d01_30,3,30,346,19.9783,79.8,66.6,128.1,,d37_30,16.7006,80.5,77.0,142.8
d01_30,4,30,404,16.6065,80.1,67.8,131.1,,d38_10,11.4183,90.5,82.3,126.7
d01_30,5,30,639,22.4578,78.2,73.0,126.3,,d38_20,18.5868,92.7,70.8,127.6
d01_30,6,30,348,18.6015,85.0,64.0,119.8,,d38_30,15.4436,91.2,71.4,126.7
d01_30,7,30,571,16.9647,82.9,76.8,126.2,,d39_10,14.3313,88.7,71.6,126.7
d01_30,8,30,670,18.8549,87.7,78.1,117.0,,d39_20,19.4000,87.2,72.9,125.3
d01_30,9,30,208,15.9793,86.9,60.0,124.2,,d39_30,18.3133,82.1,79.4,127.6
d01_30,10,30,548,15.6529,90.1,75.3,127.3,,d40_10,17.0398,93.4,68.6,125.0
d01_30,11,30,118,15.4942,93.5,55.6,125.1,,d40_20,13.8617,95.2,66.9,138.4
d01_30,12,30,108,14.0155,92.3,55.7,118.9,,d40_30,15.4968,87.6,69.2,127.3
d01_30,13,30,291,14.5459,87.8,63.3,129.4,,d41_10,12.3111,83.3,69.8,128.5
d01_30,14,30,251,14.9022,92.5,61.7,126.9,,d41_20,15.3210,86.5,65.8,123.2
d01_30,15,30,250,14.9827,97.0,62.0,128.5,,d41_30,14.5472,84.6,67.6,126.2
d02_10,1,10,344,36.5021,88.3,69.9,118.8,,d42_10,9.1712,89.5,72.7,140.1
d02_10,2,10,523,29.0109,94.2,77.6,122.5,,d42_20,10.5403,90.1,71.0,134.0
d02_10,3,10,707,26.2492,92.8,80.9,124.0,,d42_30,15.0399,97.2,67.7,140.0
d02_10,4,10,614,30.5983,92.4,79.1,120.5,,d43_10,18.7631,83.5,74.1,132.7
d02_10,5,10,409,28.5322,87.5,74.3,120.0,,d43_20,21.5676,87.6,70.5,130.5
d02_10,6,10,613,20.2563,89.2,76.9,122.5,,d43_30,26.1343,88.9,70.3,133.9
d02_10,7,10,642,23.6767,92.5,82.6,111.7,,d44_10,18.5542,93.8,75.3,135.5
d02_10,8,10,485,30.6519,94.5,77.8,113.0,,d44_20,18.2171,89.5,83.1,133.6
d02_10,9,10,372,23.0570,95.0,71.5,114.4,,d44_30,14.0112,95.8,69.4,132.2
d02_10,10,10,615,17.6995,81.1,81.5,113.1,,d45_10,11.2317,88.8,63.7,127.9
d02_10,11,10,301,16.8603,86.6,67.5,115.7,,d45_20,9.9991,84.5,67.3,131.3
d02_10,12,10,483,21.4768,95.0,79.6,124.1,,d45_30,19.4218,82.2,75.0,125.5
d02_10,13,10,666,18.2870,97.5,81.8,125.0,,d46_10,20.3684,90.3,69.2,104.9
d02_10,14,10,522,19.8014,84.0,74.3,122.7,,d46_20,19.5973,97.1,66.2,100.6
d02_10,15,10,323,19.8634,88.3,69.7,110.1,,d46_30,16.0738,96.1,63.6,107.1
d02_20,1,20,523,20.2566,94.2,77.6,122.5,,d47_10,9.9533,82.5,68.3,124.0
d02_20,2,20,614,21.1008,92.4,79.1,120.5,,d47_20,10.1483,84.3,71.5,127.9
d02_20,3,20,642,26.6241,92.5,82.6,111.7,,d47_30,8.7615,79.1,78.8,125.6
d02_20,4,20,485,27.5407,94.5,77.8,113.0,,d48_10,19.6773,86.7,62.6,118.8
d02_20,5,20,616,19.8478,84.1,80.8,111.2,,d48_20,10.7565,82.9,71.2,116.9
d02_20,6,20,409,22.5655,87.5,74.3,120.0,,d48_30,21.0402,86.3,66.7,118.8
d02_20,7,20,615,21.8145,81.1,81.5,113.1,,d49_10,12.5352,75.6,64.2,110.1
d02_20,8,20,344,14.8447,88.3,69.9,118.8,,d49_20,7.7091,71.6,74.4,117.0
d02_20,9,20,372,15.7049,95.0,71.5,114.4,,d49_30,9.1087,71.5,77.2,117.1
d02_20,10,20,794,21.4563,86.9,86.2,115.7,,d50_10,21.1463,63.1,63.1,82.9
d02_20,11,20,522,14.0552,84.0,74.3,122.7,,d50_20,15.5768,61.3,65.1,82.6
d02_20,12,20,411,14.3606,98.3,74.8,116.2,,d50_30,25.5611,62.4,66.3,79.6
d02_20,13,20,914,14.0008,96.7,89.1,113.0,,d51_10,18.6268,83.7,70.1,116.0
d02_20,14,20,825,13.2625,84.1,83.3,113.4,,d51_20,23.8546,80.6,80.3,124.2
d02_20,15,20,323,13.0017,88.3,69.7,110.1,,d51_30,29.2430,82.0,74.7,121.0
d02_30,1,30,344,20.3450,88.3,69.9,118.8,,d54_10,25.3954,96.0,62.9,131.1
d02_30,2,30,523,15.5632,94.2,77.6,122.5,,d54_20,18.6887,99.4,56.6,125.8
d02_30,3,30,409,20.2015,87.5,74.3,120.0,,d54_30,25.3788,94.0,63.2,128.4
d02_30,4,30,665,19.7999,92.0,79.1,125.9,,d55_10,31.2583,95.5,56.4,134.1
d02_30,5,30,341,19.7644,94.8,72.6,121.9,,d55_20,25.9235,99.3,53.8,142.4
d02_30,6,30,458,15.4494,93.3,79.7,126.4,,d55_30,23.5786,99.2,54.8,134.3
d02_30,7,30,729,21.3295,88.3,86.6,131.6,,d56_10,10.5934,96.5,37.4,152.0
d02_30,8,30,787,15.2476,78.5,86.7,132.1,,d56_20,17.7578,84.6,54.2,161.5
d02_30,9,30,616,19.2104,84.1,80.8,111.2,,d56_30,15.0039,92.8,41.7,149.0
d02_30,10,30,261,16.6616,96.2,66.0,111.0,,d57_10,23.9176,86.7,60.0,133.5
d02_30,11,30,614,13.0882,92.4,79.1,120.5,,d57_20,24.0292,88.5,58.1,135.2
d02_30,12,30,431,15.2050,84.2,75.0,135.3,,d57_30,22.9003,87.4,55.4,141.3
d02_30,13,30,239,20.7096,104.0,63.6,112.3,,d58_10,19.2545,78.6,80.4,140.4
d02_30,14,30,276,18.4435,105.5,65.5,120.0,,d58_20,11.5377,78.2,83.4,134.1
d02_30,15,30,142,18.6779,103.8,58.2,113.9,,d58_30,8.8491,86.0,72.0,142.7
d29_10,1,10,317,20.5909,95.6,56.3,109.8,,,,,,
d29_10,2,10,402,20.1843,83.7,61.0,119.8,,,,,,
d29_10,3,10,652,19.2812,91.6,72.9,126.5,,,,,,
d29_10,4,10,854,20.3795,93.2,78.5,128.0,,,,,,
d29_10,5,10,734,24.4046,85.3,77.2,129.2,,,,,,
d29_10,6,10,649,23.2209,81.0,74.0,127.0,,,,,,
d29_10,7,10,650,21.0490,75.8,72.1,127.5,,,,,,
d29_10,8,10,139,17.2264,96.0,48.9,115.7,,,,,,
d29_10,9,10,677,20.9685,89.7,74.6,126.1,,,,,,
d29_10,10,10,915,18.8840,73.8,79.5,129.5,,,,,,
d29_10,11,10,351,18.5360,82.2,61.5,125.8,,,,,,
d29_10,12,10,589,21.1031,81.5,68.7,123.9,,,,,,
d29_10,13,10,795,25.5610,74.2,75.7,127.9,,,,,,
d29_10,14,10,792,18.6945,74.0,77.7,128.7,,,,,,
d29_10,15,10,825,19.5892,93.3,79.2,129.3,,,,,,
d29_20,1,20,422,20.2794,81.3,65.5,127.3,,,,,,
d29_20,2,20,394,20.8238,80.6,62.9,135.5,,,,,,
d29_20,3,20,351,19.2545,82.2,61.5,125.8,,,,,,
d29_20,4,20,589,19.3555,81.5,68.7,123.9,,,,,,
d29_20,5,20,402,18.1082,83.7,61.0,119.8,,,,,,
d29_20,6,20,177,16.6240,96.8,51.5,111.5,,,,,,
d29_20,7,20,918,15.8677,85.2,79.1,123.7,,,,,,
d29_20,8,20,335,13.5233,85.0,59.3,122.4,,,,,,
d29_20,9,20,677,12.3738,89.7,74.6,126.1,,,,,,
d29_20,10,20,546,20.5647,79.4,65.6,133.3,,,,,,
d29_20,11,20,463,26.4785,80.2,63.8,141.7,,,,,,
d29_20,12,20,397,15.1559,88.0,64.2,128.2,,,,,,
d29_20,13,20,705,15.3409,77.9,70.5,124.1,,,,,,
d29_20,14,20,551,16.3258,88.2,67.7,125.1,,,,,,
d29_20,15,20,489,12.2525,81.8,67.6,123.5,,,,,,
d29_30,1,30,317,24.0000,95.6,56.3,109.8,,,,,,
d29_30,2,30,276,22.6963,101.1,57.0,115.3,,,,,,
d29_30,3,30,339,17.3274,92.3,59.2,109.1,,,,,,
d29_30,4,30,139,28.2660,96.0,48.9,115.7,,,,,,
d29_30,5,30,618,18.6706,91.8,72.4,127.0,,,,,,
d29_30,6,30,516,15.9082,89.6,66.9,126.0,,,,,,
d29_30,7,30,652,16.6856,91.6,72.9,126.5,,,,,,
d29_30,8,30,541,15.4702,79.1,67.0,136.7,,,,,,
d29_30,9,30,354,21.3182,93.6,59.6,125.8,,,,,,
d29_30,10,30,139,28.2660,96.0,48.9,115.7,,,,,,
d29_30,11,30,287,14.7189,86.9,55.7,135.5,,,,,,
d29_30,12,30,941,13.5632,86.6,80.4,130.5,,,,,,
d29_30,13,30,175,18.8831,90.8,52.6,119.1,,,,,,
d29_30,14,30,350,10.4437,91.2,63.2,129.6,,,,,,
d29_30,15,30,432,44.4534,88.1,62.3,107.6,,,,,,
d30_10,1,10,408,32.4018,84.9,65.8,154.3,,,,,,
d30_10,2,10,365,26.1237,88.0,64.3,141.7,,,,,,
d30_10,3,10,462,29.8386,88.9,70.8,142.6,,,,,,
d30_10,4,10,655,22.2536,90.9,72.6,142.5,,,,,,
d30_10,5,10,574,23.1054,88.7,70.5,144.6,,,,,,
d30_10,6,10,492,23.7736,77.5,72.6,139.6,,,,,,
d30_10,7,10,255,20.8602,91.2,57.2,151.8,,,,,,
d30_10,8,10,205,22.7821,92.8,55.1,152.1,,,,,,
d30_10,9,10,232,16.0997,87.9,56.9,142.6,,,,,,
d30_10,10,10,361,15.5005,81.7,65.1,147.3,,,,,,
d30_10,11,10,385,18.2207,85.3,67.1,136.9,,,,,,
d30_10,12,10,343,17.8364,88.3,64.0,128.1,,,,,,
d30_10,13,10,434,12.8316,81.7,70.3,147.1,,,,,,
d30_10,14,10,175,18.1239,87.9,53.9,134.3,,,,,,
d30_10,15,10,172,20.6489,88.0,54.3,138.9,,,,,,
d30_20,1,20,433,23.1907,90.6,69.0,146.2,,,,,,
d30_20,2,20,343,26.4180,88.3,64.0,128.1,,,,,,
d30_20,3,20,148,45.5450,93.8,53.9,125.5,,,,,,
d30_20,4,20,369,28.2114,96.0,63.5,129.2,,,,,,
d30_20,5,20,110,48.7338,93.5,52.0,125.7,,,,,,
d30_20,6,20,320,21.5339,88.6,64.4,128.0,,,,,,
d30_20,7,20,283,20.8212,84.0,59.8,128.0,,,,,,
d30_20,8,20,222,26.9429,94.2,56.7,113.3,,,,,,
d30_20,9,20,549,19.7445,92.7,74.6,135.5,,,,,,
d30_20,10,20,766,18.2543,89.3,77.3,136.7,,,,,,
d30_20,11,20,598,17.6852,89.3,77.4,136.9,,,,,,
d30_20,12,20,1020,16.3717,88.8,86.9,125.2,,,,,,
d30_20,13,20,661,16.4369,93.5,76.2,129.2,,,,,,
d30_20,14,20,709,15.2980,79.2,73.7,141.2,,,,,,
d30_20,15,20,464,18.5871,90.7,67.5,128.9,,,,,,
d30_30,1,30,549,24.0674,92.7,74.6,135.5,,,,,,
d30_30,2,30,433,35.3900,90.6,69.0,146.2,,,,,,
d30_30,3,30,385,24.0188,85.3,67.1,136.9,,,,,,
d30_30,4,30,408,37.3770,84.9,65.8,154.3,,,,,,
d30_30,5,30,367,18.2708,79.2,66.9,134.4,,,,,,
d30_30,6,30,320,32.8303,88.6,64.4,128.0,,,,,,
d30_30,7,30,343,32.7698,88.3,64.0,128.1,,,,,,
d30_30,8,30,216,20.9184,87.2,55.8,121.6,,,,,,
d30_30,9,30,194,39.6867,92.4,57.5,125.5,,,,,,
d30_30,10,30,369,35.1412,96.0,63.5,129.2,,,,,,
d30_30,11,30,441,13.2189,86.0,66.0,132.9,,,,,,
d30_30,12,30,735,14.5421,86.0,76.4,136.2,,,,,,
d30_30,13,30,543,13.0589,92.2,73.3,142.1,,,,,,
d30_30,14,30,360,16.2991,84.2,67.3,150.1,,,,,,
d30_30,15,30,186,19.5632,88.1,56.0,144.0,,,,,,
d31_10,1,10,778,34.9172,93.8,81.5,120.0,,,,,,
d31_10,2,10,854,37.3325,93.9,83.7,121.1,,,,,,
d31_10,3,10,858,25.3551,91.4,83.4,112.8,,,,,,
d31_10,4,10,108,21.6253,96.1,51.8,122.6,,,,,,
d31_10,5,10,318,28.1682,96.6,62.3,114.4,,,,,,
d31_10,6,10,256,23.6892,103.2,60.7,116.6,,,,,,
d31_10,7,10,387,15.6013,95.3,69.3,122.8,,,,,,
d31_10,8,10,687,20.6508,97.2,78.6,124.9,,,,,,
d31_10,9,10,340,16.3525,88.7,62.2,133.7,,,,,,
d31_10,10,10,361,17.8267,86.2,63.7,139.9,,,,,,
d31_10,11,10,639,16.9500,75.8,77.6,125.2,,,,,,
d31_10,12,10,795,18.1419,93.6,84.2,133.0,,,,,,
d31_10,13,10,660,13.4896,82.2,77.4,123.1,,,,,,
d31_10,14,10,551,14.0129,87.1,73.5,132.7,,,,,,
d31_10,15,10,591,15.1960,80.1,73.7,122.9,,,,,,
d31_20,1,20,108,24.8349,96.1,51.8,122.6,,,,,,
d31_20,2,20,188,21.0321,93.7,56.4,130.4,,,,,,
d31_20,3,20,254,23.5041,97.4,59.9,127.9,,,,,,
d31_20,4,20,256,27.7293,103.2,60.7,116.6,,,,,,
d31_20,5,20,258,23.3446,98.0,61.1,113.7,,,,,,
d31_20,6,20,111,23.8800,94.4,54.5,116.6,,,,,,
d31_20,7,20,272,15.4654,105.2,60.6,126.3,,,,,,
d31_20,8,20,139,22.6969,100.8,53.4,124.1,,,,,,
d31_20,9,20,203,22.6048,107.4,59.4,122.6,,,,,,
d31_20,10,20,632,19.2354,97.1,77.9,145.2,,,,,,
d31_20,11,20,682,30.1772,92.5,83.0,134.6,,,,,,
d31_20,12,20,683,20.4060,87.0,82.9,134.0,,,,,,
d31_20,13,20,249,13.6804,91.4,61.0,135.5,,,,,,
d31_20,14,20,112,14.7757,93.9,53.9,112.7,,,,,,
d31_20,15,20,137,15.7057,100.9,56.2,124.8,,,,,,
d31_30,1,30,403,30.1790,89.5,66.5,139.0,,,,,,
d31_30,2,30,291,26.6104,86.9,63.7,141.7,,,,,,
d31_30,3,30,174,32.9132,110.5,57.0,123.7,,,,,,
d31_30,4,30,516,28.8151,80.6,72.4,136.4,,,,,,
d31_30,5,30,493,22.9666,92.7,68.4,143.3,,,,,,
d31_30,6,30,683,36.0671,87.0,82.9,134.0,,,,,,
d31_30,7,30,746,30.8890,96.3,79.1,141.8,,,,,,
d31_30,8,30,911,39.8542,91.1,90.9,137.6,,,,,,
d31_30,9,30,427,22.3661,81.3,69.8,132.7,,,,,,
d31_30,10,30,709,28.4046,96.0,80.8,139.3,,,,,,
d31_30,11,30,682,22.8992,92.5,83.0,134.6,,,,,,
d31_30,12,30,881,23.2312,81.2,87.1,134.5,,,,,,
d31_30,13,30,549,13.6520,82.3,75.4,139.3,,,,,,
d31_30,14,30,632,16.3251,97.1,77.9,145.2,,,,,,
d31_30,15,30,381,15.2206,98.4,68.2,133.3,,,,,,
d32_10,1,10,470,45.0751,99.2,74.5,141.6,,,,,,
d32_10,2,10,349,20.7500,97.4,72.9,138.2,,,,,,
d32_10,3,10,514,21.5192,99.6,76.3,138.6,,,,,,
d32_10,4,10,257,20.8206,105.2,65.8,141.4,,,,,,
d32_10,5,10,148,17.3910,102.9,61.6,139.6,,,,,,
d32_10,6,10,576,14.6040,93.5,81.2,139.0,,,,,,
d32_10,7,10,255,16.5284,99.4,67.4,146.4,,,,,,
d32_10,8,10,258,15.3179,94.2,68.3,139.5,,,,,,
d32_10,9,10,277,13.6936,97.8,65.9,145.6,,,,,,
d32_10,10,10,172,9.1445,94.7,60.0,148.4,,,,,,
d32_10,11,10,379,10.4228,97.2,71.9,135.2,,,,,,
d32_10,12,10,320,10.8296,100.1,68.7,152.0,,,,,,
d32_10,13,10,759,10.1474,88.6,87.6,123.0,,,,,,
d32_10,14,10,828,10.4326,87.5,88.1,122.4,,,,,,
d32_10,15,10,613,10.8448,81.1,80.4,120.4,,,,,,
d32_20,1,20,610,21.7661,91.3,81.7,124.4,,,,,,
d32_20,2,20,522,14.1421,85.8,78.0,122.7,,,,,,
d32_20,3,20,976,16.9561,79.7,92.0,127.0,,,,,,
d32_20,4,20,720,15.7430,90.8,84.0,139.3,,,,,,
d32_20,5,20,576,13.7039,93.5,81.2,139.0,,,,,,
d32_20,6,20,889,10.6944,83.8,92.4,124.3,,,,,,
d32_20,7,20,547,10.1629,89.8,78.7,132.7,,,,,,
d32_20,8,20,783,11.2380,90.7,86.8,137.2,,,,,,
d32_20,9,20,495,10.4024,88.1,75.8,135.9,,,,,,
d32_20,10,20,349,15.5955,97.4,72.9,138.2,,,,,,
d32_20,11,20,114,10.0232,90.7,61.1,139.2,,,,,,
d32_20,12,20,922,10.0031,82.5,87.2,123.2,,,,,,
d32_20,13,20,827,10.1066,72.2,84.9,122.0,,,,,,
d32_20,14,20,819,15.5558,86.8,86.0,128.6,,,,,,
d32_20,15,20,663,10.2842,89.2,83.3,138.5,,,,,,
d32_30,1,30,255,14.9420,99.4,67.4,146.4,,,,,,
d32_30,2,30,277,12.0712,97.8,65.9,145.6,,,,,,
d32_30,3,30,172,15.7516,94.7,60.0,148.4,,,,,,
d32_30,4,30,785,15.3059,89.2,86.4,131.7,,,,,,
d32_30,5,30,702,11.4985,79.0,81.6,124.4,,,,,,
d32_30,6,30,729,12.3688,75.7,82.7,124.2,,,,,,
d32_30,7,30,920,14.0195,75.4,89.0,126.9,,,,,,
d32_30,8,30,734,9.2899,86.1,85.2,121.4,,,,,,
